date,location,new_cases,new_deaths,total_cases,total_deaths
20-02-2020,Ecuador,0,0,0,0
21-02-2020,Ecuador,0,0,0,0
22-02-2020,Ecuador,0,0,0,0
23-02-2020,Ecuador,0,0,0,0
24-02-2020,Ecuador,0,0,0,0
25-02-2020,Ecuador,0,0,0,0
26-02-2020,Ecuador,0,0,0,0
27-02-2020,Ecuador,0,0,0,0
28-02-2020,Ecuador,0,0,0,0
29-02-2020,Ecuador,0,0,0,0
01-03-2020,Ecuador,1,0,1,0
02-03-2020,Ecuador,5,0,6,0
03-03-2020,Ecuador,1,0,7,0
05-03-2020,Ecuador,3,0,10,0
06-03-2020,Ecuador,3,0,13,0
09-03-2020,Ecuador,1,0,14,0
10-03-2020,Ecuador,1,0,15,0
11-03-2020,Ecuador,2,0,17,0
14-03-2020,Ecuador,6,1,23,1
15-03-2020,Ecuador,5,1,28,2
16-03-2020,Ecuador,9,0,37,2
17-03-2020,Ecuador,21,0,58,2
18-03-2020,Ecuador,53,0,111,2
19-03-2020,Ecuador,57,1,168,3
20-03-2020,Ecuador,31,0,199,3
21-03-2020,Ecuador,227,4,426,7
22-03-2020,Ecuador,106,0,532,7
23-03-2020,Ecuador,257,7,789,14
24-03-2020,Ecuador,192,4,981,18
25-03-2020,Ecuador,101,9,1082,27
26-03-2020,Ecuador,129,2,1211,29
27-03-2020,Ecuador,192,5,1403,34
28-03-2020,Ecuador,224,7,1627,41
29-03-2020,Ecuador,208,7,1835,48
30-03-2020,Ecuador,55,10,1890,58
31-03-2020,Ecuador,76,4,1966,62
01-04-2020,Ecuador,336,17,2302,79
02-04-2020,Ecuador,456,41,2758,120
03-04-2020,Ecuador,405,0,3163,120
04-04-2020,Ecuador,205,25,3368,145
05-04-2020,Ecuador,97,27,3465,172
06-04-2020,Ecuador,181,8,3646,180
07-04-2020,Ecuador,101,11,3747,191
08-04-2020,Ecuador,248,29,3995,220
09-04-2020,Ecuador,455,22,4450,242
10-04-2020,Ecuador,515,30,4965,272
11-04-2020,Ecuador,2196,25,7161,297
12-04-2020,Ecuador,96,18,7257,315
13-04-2020,Ecuador,209,18,7466,333
14-04-2020,Ecuador,63,22,7529,355
15-04-2020,Ecuador,74,0,7603,355
16-04-2020,Ecuador,255,33,7858,388
17-04-2020,Ecuador,367,15,8225,403
18-04-2020,Ecuador,225,18,8450,421
19-04-2020,Ecuador,572,35,9022,456
20-04-2020,Ecuador,446,18,9468,474
21-04-2020,Ecuador,660,33,10128,507
22-04-2020,Ecuador,270,13,10398,520
23-04-2020,Ecuador,452,17,10850,537
24-04-2020,Ecuador,333,23,11183,560
25-04-2020,Ecuador,0,16,11183,576
26-04-2020,Ecuador,0,0,11183,576
27-04-2020,Ecuador,11536,0,22719,576
28-04-2020,Ecuador,521,87,23240,663
29-04-2020,Ecuador,1018,208,24258,871
30-04-2020,Ecuador,417,12,24675,883
01-05-2020,Ecuador,259,17,24934,900
02-05-2020,Ecuador,1402,163,26336,1063
03-05-2020,Ecuador,1128,308,27464,1371
04-05-2020,Ecuador,2074,193,29538,1564
05-05-2020,Ecuador,2343,5,31881,1569
06-05-2020,Ecuador,0,0,31881,1569
07-05-2020,Ecuador,-2461,49,29420,1618
08-05-2020,Ecuador,878,36,30298,1654
09-05-2020,Ecuador,-1480,50,28818,1704
10-05-2020,Ecuador,253,13,29071,1717
11-05-2020,Ecuador,488,410,29559,2127
12-05-2020,Ecuador,-50,18,29509,2145
13-05-2020,Ecuador,910,182,30419,2327
14-05-2020,Ecuador,67,7,30486,2334
15-05-2020,Ecuador,16,4,30502,2338
16-05-2020,Ecuador,965,256,31467,2594
17-05-2020,Ecuador,1296,94,32763,2688
18-05-2020,Ecuador,419,48,33182,2736
19-05-2020,Ecuador,400,63,33582,2799
31-12-2019,Egypt,0,0,0,0
01-01-2020,Egypt,0,0,0,0
02-01-2020,Egypt,0,0,0,0
03-01-2020,Egypt,0,0,0,0
04-01-2020,Egypt,0,0,0,0
05-01-2020,Egypt,0,0,0,0
06-01-2020,Egypt,0,0,0,0
07-01-2020,Egypt,0,0,0,0
08-01-2020,Egypt,0,0,0,0
09-01-2020,Egypt,0,0,0,0
10-01-2020,Egypt,0,0,0,0
11-01-2020,Egypt,0,0,0,0
12-01-2020,Egypt,0,0,0,0
13-01-2020,Egypt,0,0,0,0
14-01-2020,Egypt,0,0,0,0
15-01-2020,Egypt,0,0,0,0
16-01-2020,Egypt,0,0,0,0
17-01-2020,Egypt,0,0,0,0
18-01-2020,Egypt,0,0,0,0
19-01-2020,Egypt,0,0,0,0
20-01-2020,Egypt,0,0,0,0
21-01-2020,Egypt,0,0,0,0
22-01-2020,Egypt,0,0,0,0
23-01-2020,Egypt,0,0,0,0
24-01-2020,Egypt,0,0,0,0
25-01-2020,Egypt,0,0,0,0
26-01-2020,Egypt,0,0,0,0
27-01-2020,Egypt,0,0,0,0
28-01-2020,Egypt,0,0,0,0
29-01-2020,Egypt,0,0,0,0
30-01-2020,Egypt,0,0,0,0
31-01-2020,Egypt,0,0,0,0
01-02-2020,Egypt,0,0,0,0
02-02-2020,Egypt,0,0,0,0
03-02-2020,Egypt,0,0,0,0
04-02-2020,Egypt,0,0,0,0
05-02-2020,Egypt,0,0,0,0
06-02-2020,Egypt,0,0,0,0
07-02-2020,Egypt,0,0,0,0
08-02-2020,Egypt,0,0,0,0
09-02-2020,Egypt,0,0,0,0
10-02-2020,Egypt,0,0,0,0
11-02-2020,Egypt,0,0,0,0
12-02-2020,Egypt,0,0,0,0
13-02-2020,Egypt,0,0,0,0
14-02-2020,Egypt,0,0,0,0
15-02-2020,Egypt,1,0,1,0
16-02-2020,Egypt,0,0,1,0
17-02-2020,Egypt,0,0,1,0
18-02-2020,Egypt,0,0,1,0
19-02-2020,Egypt,0,0,1,0
20-02-2020,Egypt,0,0,1,0
21-02-2020,Egypt,0,0,1,0
22-02-2020,Egypt,0,0,1,0
23-02-2020,Egypt,0,0,1,0
24-02-2020,Egypt,0,0,1,0
25-02-2020,Egypt,0,0,1,0
26-02-2020,Egypt,0,0,1,0
27-02-2020,Egypt,0,0,1,0
28-02-2020,Egypt,0,0,1,0
29-02-2020,Egypt,0,0,1,0
01-03-2020,Egypt,0,0,1,0
02-03-2020,Egypt,1,0,2,0
06-03-2020,Egypt,1,0,3,0
07-03-2020,Egypt,12,0,15,0
09-03-2020,Egypt,34,1,49,1
10-03-2020,Egypt,6,0,55,1
11-03-2020,Egypt,4,0,59,1
12-03-2020,Egypt,1,0,60,1
13-03-2020,Egypt,20,1,80,2
14-03-2020,Egypt,13,0,93,2
15-03-2020,Egypt,0,0,93,2
16-03-2020,Egypt,17,0,110,2
17-03-2020,Egypt,16,0,126,2
18-03-2020,Egypt,40,2,166,4
19-03-2020,Egypt,30,2,196,6
20-03-2020,Egypt,14,0,210,6
21-03-2020,Egypt,46,1,256,7
22-03-2020,Egypt,29,1,285,8
23-03-2020,Egypt,9,2,294,10
24-03-2020,Egypt,33,4,327,14
25-03-2020,Egypt,39,5,366,19
26-03-2020,Egypt,76,2,442,21
27-03-2020,Egypt,14,0,456,21
28-03-2020,Egypt,39,3,495,24
29-03-2020,Egypt,41,6,536,30
30-03-2020,Egypt,40,6,576,36
31-03-2020,Egypt,33,4,609,40
01-04-2020,Egypt,47,1,656,41
02-04-2020,Egypt,54,5,710,46
03-04-2020,Egypt,69,6,779,52
04-04-2020,Egypt,0,0,779,52
05-04-2020,Egypt,206,14,985,66
06-04-2020,Egypt,85,5,1070,71
07-04-2020,Egypt,3,7,1073,78
08-04-2020,Egypt,249,7,1322,85
09-04-2020,Egypt,238,18,1560,103
10-04-2020,Egypt,139,15,1699,118
11-04-2020,Egypt,95,17,1794,135
12-04-2020,Egypt,145,11,1939,146
13-04-2020,Egypt,126,13,2065,159
14-04-2020,Egypt,125,5,2190,164
15-04-2020,Egypt,160,14,2350,178
16-04-2020,Egypt,155,5,2505,183
17-04-2020,Egypt,168,13,2673,196
18-04-2020,Egypt,171,9,2844,205
19-04-2020,Egypt,188,19,3032,224
20-04-2020,Egypt,112,15,3144,239
21-04-2020,Egypt,189,11,3333,250
22-04-2020,Egypt,157,14,3490,264
23-04-2020,Egypt,0,0,3490,264
24-04-2020,Egypt,169,12,3659,276
25-04-2020,Egypt,433,18,4092,294
26-04-2020,Egypt,227,13,4319,307
27-04-2020,Egypt,0,0,4319,307
28-04-2020,Egypt,463,30,4782,337
29-04-2020,Egypt,260,22,5042,359
30-04-2020,Egypt,226,21,5268,380
01-05-2020,Egypt,269,12,5537,392
02-05-2020,Egypt,358,14,5895,406
03-05-2020,Egypt,298,9,6193,415
04-05-2020,Egypt,272,14,6465,429
05-05-2020,Egypt,348,7,6813,436
06-05-2020,Egypt,388,16,7201,452
07-05-2020,Egypt,387,17,7588,469
08-05-2020,Egypt,393,13,7981,482
09-05-2020,Egypt,495,21,8476,503
10-05-2020,Egypt,488,11,8964,514
11-05-2020,Egypt,436,11,9400,525
12-05-2020,Egypt,346,8,9746,533
13-05-2020,Egypt,347,11,10093,544
14-05-2020,Egypt,338,12,10431,556
15-05-2020,Egypt,398,15,10829,571
16-05-2020,Egypt,399,21,11228,592
17-05-2020,Egypt,491,20,11719,612
18-05-2020,Egypt,510,18,12229,630
19-05-2020,Egypt,535,15,12764,645
19-03-2020,El Salvador,1,0,1,0
20-03-2020,El Salvador,0,0,1,0
21-03-2020,El Salvador,2,0,3,0
22-03-2020,El Salvador,0,0,3,0
23-03-2020,El Salvador,0,0,3,0
24-03-2020,El Salvador,2,0,5,0
25-03-2020,El Salvador,4,0,9,0
26-03-2020,El Salvador,4,0,13,0
27-03-2020,El Salvador,0,0,13,0
28-03-2020,El Salvador,0,0,13,0
29-03-2020,El Salvador,6,0,19,0
30-03-2020,El Salvador,11,0,30,0
31-03-2020,El Salvador,2,0,32,0
01-04-2020,El Salvador,0,1,32,1
02-04-2020,El Salvador,9,1,41,2
03-04-2020,El Salvador,5,0,46,2
04-04-2020,El Salvador,10,1,56,3
05-04-2020,El Salvador,6,0,62,3
06-04-2020,El Salvador,7,0,69,3
07-04-2020,El Salvador,9,1,78,4
08-04-2020,El Salvador,0,0,78,4
09-04-2020,El Salvador,25,1,103,5
10-04-2020,El Salvador,14,1,117,6
11-04-2020,El Salvador,1,0,118,6
12-04-2020,El Salvador,0,0,118,6
13-04-2020,El Salvador,7,0,125,6
14-04-2020,El Salvador,24,0,149,6
15-04-2020,El Salvador,10,0,159,6
16-04-2020,El Salvador,0,0,159,6
17-04-2020,El Salvador,5,0,164,6
18-04-2020,El Salvador,13,1,177,7
19-04-2020,El Salvador,13,0,190,7
20-04-2020,El Salvador,11,0,201,7
21-04-2020,El Salvador,17,0,218,7
22-04-2020,El Salvador,7,0,225,7
23-04-2020,El Salvador,12,1,237,8
24-04-2020,El Salvador,13,0,250,8
25-04-2020,El Salvador,11,0,261,8
26-04-2020,El Salvador,37,0,298,8
27-04-2020,El Salvador,0,0,298,8
28-04-2020,El Salvador,25,0,323,8
29-04-2020,El Salvador,22,1,345,9
30-04-2020,El Salvador,32,0,377,9
01-05-2020,El Salvador,47,1,424,10
02-05-2020,El Salvador,22,0,446,10
03-05-2020,El Salvador,0,1,446,11
04-05-2020,El Salvador,109,1,555,12
05-05-2020,El Salvador,32,1,587,13
06-05-2020,El Salvador,0,1,587,14
07-05-2020,El Salvador,108,1,695,15
08-05-2020,El Salvador,0,0,695,15
09-05-2020,El Salvador,89,1,784,16
10-05-2020,El Salvador,105,1,889,17
11-05-2020,El Salvador,69,0,958,17
12-05-2020,El Salvador,40,1,998,18
13-05-2020,El Salvador,39,2,1037,20
14-05-2020,El Salvador,75,0,1112,20
15-05-2020,El Salvador,98,3,1210,23
16-05-2020,El Salvador,55,2,1265,25
17-05-2020,El Salvador,0,1,1265,26
18-05-2020,El Salvador,73,4,1338,30
19-05-2020,El Salvador,75,0,1413,30
15-03-2020,Equatorial Guinea,1,0,1,0
16-03-2020,Equatorial Guinea,0,0,1,0
17-03-2020,Equatorial Guinea,0,0,1,0
18-03-2020,Equatorial Guinea,0,0,1,0
19-03-2020,Equatorial Guinea,2,0,3,0
20-03-2020,Equatorial Guinea,1,0,4,0
21-03-2020,Equatorial Guinea,0,0,4,0
22-03-2020,Equatorial Guinea,2,0,6,0
23-03-2020,Equatorial Guinea,0,0,6,0
24-03-2020,Equatorial Guinea,3,0,9,0
25-03-2020,Equatorial Guinea,0,0,9,0
26-03-2020,Equatorial Guinea,2,0,11,0
27-03-2020,Equatorial Guinea,1,0,12,0
28-03-2020,Equatorial Guinea,1,0,13,0
29-03-2020,Equatorial Guinea,0,0,13,0
30-03-2020,Equatorial Guinea,1,0,14,0
31-03-2020,Equatorial Guinea,0,0,14,0
01-04-2020,Equatorial Guinea,1,0,15,0
02-04-2020,Equatorial Guinea,0,0,15,0
03-04-2020,Equatorial Guinea,0,0,15,0
04-04-2020,Equatorial Guinea,1,0,16,0
05-04-2020,Equatorial Guinea,0,0,16,0
06-04-2020,Equatorial Guinea,0,0,16,0
07-04-2020,Equatorial Guinea,0,0,16,0
08-04-2020,Equatorial Guinea,0,0,16,0
09-04-2020,Equatorial Guinea,2,0,18,0
10-04-2020,Equatorial Guinea,0,0,18,0
11-04-2020,Equatorial Guinea,0,0,18,0
12-04-2020,Equatorial Guinea,0,0,18,0
13-04-2020,Equatorial Guinea,3,0,21,0
14-04-2020,Equatorial Guinea,0,0,21,0
15-04-2020,Equatorial Guinea,20,0,41,0
16-04-2020,Equatorial Guinea,10,0,51,0
17-04-2020,Equatorial Guinea,0,0,51,0
18-04-2020,Equatorial Guinea,28,0,79,0
19-04-2020,Equatorial Guinea,0,0,79,0
20-04-2020,Equatorial Guinea,0,0,79,0
21-04-2020,Equatorial Guinea,0,0,79,0
22-04-2020,Equatorial Guinea,0,0,79,0
23-04-2020,Equatorial Guinea,4,0,83,0
24-04-2020,Equatorial Guinea,1,1,84,1
25-04-2020,Equatorial Guinea,128,0,212,1
26-04-2020,Equatorial Guinea,2,0,214,1
27-04-2020,Equatorial Guinea,44,0,258,1
28-04-2020,Equatorial Guinea,0,0,258,1
29-04-2020,Equatorial Guinea,57,0,315,1
30-04-2020,Equatorial Guinea,0,0,315,1
01-05-2020,Equatorial Guinea,0,0,315,1
02-05-2020,Equatorial Guinea,0,0,315,1
03-05-2020,Equatorial Guinea,0,0,315,1
04-05-2020,Equatorial Guinea,0,0,315,1
05-05-2020,Equatorial Guinea,0,1,315,2
06-05-2020,Equatorial Guinea,124,2,439,4
07-05-2020,Equatorial Guinea,0,0,439,4
08-05-2020,Equatorial Guinea,0,0,439,4
09-05-2020,Equatorial Guinea,0,0,439,4
10-05-2020,Equatorial Guinea,0,0,439,4
11-05-2020,Equatorial Guinea,0,0,439,4
12-05-2020,Equatorial Guinea,0,0,439,4
13-05-2020,Equatorial Guinea,0,0,439,4
14-05-2020,Equatorial Guinea,83,2,522,6
15-05-2020,Equatorial Guinea,72,1,594,7
16-05-2020,Equatorial Guinea,0,0,594,7
17-05-2020,Equatorial Guinea,0,0,594,7
18-05-2020,Equatorial Guinea,0,0,594,7
19-05-2020,Equatorial Guinea,125,0,719,7
22-03-2020,Eritrea,1,0,1,0
23-03-2020,Eritrea,0,0,1,0
24-03-2020,Eritrea,0,0,1,0
25-03-2020,Eritrea,0,0,1,0
26-03-2020,Eritrea,3,0,4,0
27-03-2020,Eritrea,2,0,6,0
28-03-2020,Eritrea,0,0,6,0
29-03-2020,Eritrea,0,0,6,0
30-03-2020,Eritrea,6,0,12,0
31-03-2020,Eritrea,0,0,12,0
01-04-2020,Eritrea,3,0,15,0
02-04-2020,Eritrea,3,0,18,0
03-04-2020,Eritrea,4,0,22,0
04-04-2020,Eritrea,0,0,22,0
05-04-2020,Eritrea,7,0,29,0
06-04-2020,Eritrea,0,0,29,0
07-04-2020,Eritrea,2,0,31,0
08-04-2020,Eritrea,0,0,31,0
09-04-2020,Eritrea,2,0,33,0
10-04-2020,Eritrea,0,0,33,0
11-04-2020,Eritrea,1,0,34,0
12-04-2020,Eritrea,0,0,34,0
13-04-2020,Eritrea,0,0,34,0
14-04-2020,Eritrea,0,0,34,0
15-04-2020,Eritrea,1,0,35,0
16-04-2020,Eritrea,0,0,35,0
17-04-2020,Eritrea,0,0,35,0
18-04-2020,Eritrea,0,0,35,0
19-04-2020,Eritrea,0,0,35,0
20-04-2020,Eritrea,4,0,39,0
21-04-2020,Eritrea,0,0,39,0
22-04-2020,Eritrea,0,0,39,0
23-04-2020,Eritrea,0,0,39,0
24-04-2020,Eritrea,0,0,39,0
25-04-2020,Eritrea,0,0,39,0
26-04-2020,Eritrea,0,0,39,0
27-04-2020,Eritrea,0,0,39,0
28-04-2020,Eritrea,0,0,39,0
29-04-2020,Eritrea,0,0,39,0
30-04-2020,Eritrea,0,0,39,0
01-05-2020,Eritrea,0,0,39,0
02-05-2020,Eritrea,0,0,39,0
03-05-2020,Eritrea,0,0,39,0
04-05-2020,Eritrea,0,0,39,0
05-05-2020,Eritrea,0,0,39,0
06-05-2020,Eritrea,0,0,39,0
07-05-2020,Eritrea,0,0,39,0
08-05-2020,Eritrea,0,0,39,0
09-05-2020,Eritrea,0,0,39,0
10-05-2020,Eritrea,0,0,39,0
11-05-2020,Eritrea,0,0,39,0
12-05-2020,Eritrea,0,0,39,0
13-05-2020,Eritrea,0,0,39,0
14-05-2020,Eritrea,0,0,39,0
15-05-2020,Eritrea,0,0,39,0
16-05-2020,Eritrea,0,0,39,0
17-05-2020,Eritrea,0,0,39,0
18-05-2020,Eritrea,0,0,39,0
19-05-2020,Eritrea,0,0,39,0
31-12-2019,Estonia,0,0,0,0
01-01-2020,Estonia,0,0,0,0
02-01-2020,Estonia,0,0,0,0
03-01-2020,Estonia,0,0,0,0
04-01-2020,Estonia,0,0,0,0
05-01-2020,Estonia,0,0,0,0
06-01-2020,Estonia,0,0,0,0
07-01-2020,Estonia,0,0,0,0
08-01-2020,Estonia,0,0,0,0
09-01-2020,Estonia,0,0,0,0
10-01-2020,Estonia,0,0,0,0
11-01-2020,Estonia,0,0,0,0
12-01-2020,Estonia,0,0,0,0
13-01-2020,Estonia,0,0,0,0
14-01-2020,Estonia,0,0,0,0
15-01-2020,Estonia,0,0,0,0
16-01-2020,Estonia,0,0,0,0
17-01-2020,Estonia,0,0,0,0
18-01-2020,Estonia,0,0,0,0
19-01-2020,Estonia,0,0,0,0
20-01-2020,Estonia,0,0,0,0
21-01-2020,Estonia,0,0,0,0
22-01-2020,Estonia,0,0,0,0
23-01-2020,Estonia,0,0,0,0
24-01-2020,Estonia,0,0,0,0
25-01-2020,Estonia,0,0,0,0
26-01-2020,Estonia,0,0,0,0
27-01-2020,Estonia,0,0,0,0
28-01-2020,Estonia,0,0,0,0
29-01-2020,Estonia,0,0,0,0
30-01-2020,Estonia,0,0,0,0
31-01-2020,Estonia,0,0,0,0
01-02-2020,Estonia,0,0,0,0
02-02-2020,Estonia,0,0,0,0
03-02-2020,Estonia,0,0,0,0
04-02-2020,Estonia,0,0,0,0
05-02-2020,Estonia,0,0,0,0
06-02-2020,Estonia,0,0,0,0
07-02-2020,Estonia,0,0,0,0
08-02-2020,Estonia,0,0,0,0
09-02-2020,Estonia,0,0,0,0
10-02-2020,Estonia,0,0,0,0
11-02-2020,Estonia,0,0,0,0
12-02-2020,Estonia,0,0,0,0
13-02-2020,Estonia,0,0,0,0
14-02-2020,Estonia,0,0,0,0
15-02-2020,Estonia,0,0,0,0
16-02-2020,Estonia,0,0,0,0
17-02-2020,Estonia,0,0,0,0
18-02-2020,Estonia,0,0,0,0
19-02-2020,Estonia,0,0,0,0
20-02-2020,Estonia,0,0,0,0
21-02-2020,Estonia,0,0,0,0
22-02-2020,Estonia,0,0,0,0
23-02-2020,Estonia,0,0,0,0
24-02-2020,Estonia,0,0,0,0
25-02-2020,Estonia,0,0,0,0
26-02-2020,Estonia,0,0,0,0
27-02-2020,Estonia,0,0,0,0
28-02-2020,Estonia,1,0,1,0
29-02-2020,Estonia,0,0,1,0
01-03-2020,Estonia,0,0,1,0
02-03-2020,Estonia,0,0,1,0
04-03-2020,Estonia,1,0,2,0
06-03-2020,Estonia,3,0,5,0
07-03-2020,Estonia,5,0,10,0
11-03-2020,Estonia,3,0,13,0
12-03-2020,Estonia,3,0,16,0
13-03-2020,Estonia,11,0,27,0
14-03-2020,Estonia,52,0,79,0
15-03-2020,Estonia,36,0,115,0
16-03-2020,Estonia,56,0,171,0
17-03-2020,Estonia,34,0,205,0
18-03-2020,Estonia,20,0,225,0
19-03-2020,Estonia,33,0,258,0
20-03-2020,Estonia,9,0,267,0
21-03-2020,Estonia,16,0,283,0
22-03-2020,Estonia,23,0,306,0
23-03-2020,Estonia,20,0,326,0
24-03-2020,Estonia,26,0,352,0
25-03-2020,Estonia,17,0,369,0
26-03-2020,Estonia,35,1,404,1
27-03-2020,Estonia,134,0,538,1
28-03-2020,Estonia,37,0,575,1
29-03-2020,Estonia,65,0,640,1
30-03-2020,Estonia,39,2,679,3
31-03-2020,Estonia,36,0,715,3
01-04-2020,Estonia,30,1,745,4
02-04-2020,Estonia,34,1,779,5
03-04-2020,Estonia,79,6,858,11
04-04-2020,Estonia,103,1,961,12
05-04-2020,Estonia,57,1,1018,13
06-04-2020,Estonia,79,2,1097,15
07-04-2020,Estonia,11,4,1108,19
08-04-2020,Estonia,41,2,1149,21
09-04-2020,Estonia,36,3,1185,24
10-04-2020,Estonia,22,0,1207,24
11-04-2020,Estonia,51,0,1258,24
12-04-2020,Estonia,46,0,1304,24
13-04-2020,Estonia,5,1,1309,25
14-04-2020,Estonia,23,3,1332,28
15-04-2020,Estonia,41,3,1373,31
16-04-2020,Estonia,29,4,1402,35
17-04-2020,Estonia,32,1,1434,36
18-04-2020,Estonia,25,2,1459,38
19-04-2020,Estonia,53,0,1512,38
20-04-2020,Estonia,16,2,1528,40
21-04-2020,Estonia,7,0,1535,40
22-04-2020,Estonia,17,3,1552,43
23-04-2020,Estonia,7,1,1559,44
24-04-2020,Estonia,33,1,1592,45
25-04-2020,Estonia,13,1,1605,46
26-04-2020,Estonia,30,0,1635,46
27-04-2020,Estonia,8,3,1643,49
28-04-2020,Estonia,4,1,1647,50
29-04-2020,Estonia,13,0,1660,50
30-04-2020,Estonia,6,0,1666,50
01-05-2020,Estonia,23,2,1689,52
02-05-2020,Estonia,5,0,1694,52
03-05-2020,Estonia,5,1,1699,53
04-05-2020,Estonia,1,2,1700,55
05-05-2020,Estonia,3,0,1703,55
06-05-2020,Estonia,8,0,1711,55
07-05-2020,Estonia,2,0,1713,55
08-05-2020,Estonia,7,1,1720,56
09-05-2020,Estonia,5,0,1725,56
10-05-2020,Estonia,8,4,1733,60
11-05-2020,Estonia,6,0,1739,60
12-05-2020,Estonia,2,1,1741,61
13-05-2020,Estonia,5,0,1746,61
14-05-2020,Estonia,5,0,1751,61
15-05-2020,Estonia,7,1,1758,62
16-05-2020,Estonia,8,1,1766,63
17-05-2020,Estonia,4,0,1770,63
18-05-2020,Estonia,4,0,1774,63
19-05-2020,Estonia,10,1,1784,64
14-03-2020,Ethiopia,1,0,1,0
15-03-2020,Ethiopia,0,0,1,0
16-03-2020,Ethiopia,3,0,4,0
17-03-2020,Ethiopia,1,0,5,0
18-03-2020,Ethiopia,0,0,5,0
19-03-2020,Ethiopia,1,0,6,0
20-03-2020,Ethiopia,1,0,7,0
21-03-2020,Ethiopia,2,0,9,0
22-03-2020,Ethiopia,0,0,9,0
23-03-2020,Ethiopia,2,0,11,0
24-03-2020,Ethiopia,0,0,11,0
25-03-2020,Ethiopia,0,0,11,0
26-03-2020,Ethiopia,1,0,12,0
27-03-2020,Ethiopia,0,0,12,0
28-03-2020,Ethiopia,4,0,16,0
29-03-2020,Ethiopia,0,0,16,0
30-03-2020,Ethiopia,0,0,16,0
31-03-2020,Ethiopia,7,0,23,0
01-04-2020,Ethiopia,2,0,25,0
02-04-2020,Ethiopia,4,0,29,0
03-04-2020,Ethiopia,0,0,29,0
04-04-2020,Ethiopia,6,0,35,0
05-04-2020,Ethiopia,3,0,38,0
06-04-2020,Ethiopia,5,2,43,2
07-04-2020,Ethiopia,1,0,44,2
08-04-2020,Ethiopia,8,0,52,2
09-04-2020,Ethiopia,3,0,55,2
10-04-2020,Ethiopia,1,0,56,2
11-04-2020,Ethiopia,9,0,65,2
12-04-2020,Ethiopia,4,1,69,3
13-04-2020,Ethiopia,2,0,71,3
14-04-2020,Ethiopia,3,0,74,3
15-04-2020,Ethiopia,8,0,82,3
16-04-2020,Ethiopia,3,0,85,3
17-04-2020,Ethiopia,7,0,92,3
18-04-2020,Ethiopia,4,0,96,3
19-04-2020,Ethiopia,9,0,105,3
20-04-2020,Ethiopia,3,0,108,3
21-04-2020,Ethiopia,3,0,111,3
22-04-2020,Ethiopia,3,0,114,3
23-04-2020,Ethiopia,2,0,116,3
24-04-2020,Ethiopia,0,0,116,3
25-04-2020,Ethiopia,1,0,117,3
26-04-2020,Ethiopia,5,0,122,3
27-04-2020,Ethiopia,1,0,123,3
28-04-2020,Ethiopia,1,0,124,3
29-04-2020,Ethiopia,2,0,126,3
30-04-2020,Ethiopia,4,0,130,3
01-05-2020,Ethiopia,1,0,131,3
02-05-2020,Ethiopia,2,0,133,3
03-05-2020,Ethiopia,0,0,133,3
04-05-2020,Ethiopia,2,0,135,3
05-05-2020,Ethiopia,5,0,140,3
06-05-2020,Ethiopia,5,1,145,4
07-05-2020,Ethiopia,17,0,162,4
08-05-2020,Ethiopia,29,0,191,4
09-05-2020,Ethiopia,3,0,194,4
10-05-2020,Ethiopia,16,1,210,5
11-05-2020,Ethiopia,29,0,239,5
12-05-2020,Ethiopia,11,0,250,5
13-05-2020,Ethiopia,11,0,261,5
14-05-2020,Ethiopia,2,0,263,5
15-05-2020,Ethiopia,9,0,272,5
16-05-2020,Ethiopia,15,0,287,5
17-05-2020,Ethiopia,19,0,306,5
18-05-2020,Ethiopia,11,0,317,5
19-05-2020,Ethiopia,35,0,352,5
20-03-2020,Faeroe Islands,72,0,72,0
21-03-2020,Faeroe Islands,8,0,80,0
22-03-2020,Faeroe Islands,12,0,92,0
23-03-2020,Faeroe Islands,23,0,115,0
24-03-2020,Faeroe Islands,3,0,118,0
25-03-2020,Faeroe Islands,4,0,122,0
26-03-2020,Faeroe Islands,10,0,132,0
27-03-2020,Faeroe Islands,8,0,140,0
28-03-2020,Faeroe Islands,4,0,144,0
29-03-2020,Faeroe Islands,11,0,155,0
30-03-2020,Faeroe Islands,4,0,159,0
31-03-2020,Faeroe Islands,9,0,168,0
01-04-2020,Faeroe Islands,1,0,169,0
02-04-2020,Faeroe Islands,4,0,173,0
03-04-2020,Faeroe Islands,4,0,177,0
04-04-2020,Faeroe Islands,2,0,179,0
05-04-2020,Faeroe Islands,2,0,181,0
06-04-2020,Faeroe Islands,0,0,181,0
07-04-2020,Faeroe Islands,2,0,183,0
08-04-2020,Faeroe Islands,1,0,184,0
09-04-2020,Faeroe Islands,0,0,184,0
10-04-2020,Faeroe Islands,0,0,184,0
11-04-2020,Faeroe Islands,0,0,184,0
12-04-2020,Faeroe Islands,0,0,184,0
13-04-2020,Faeroe Islands,0,0,184,0
14-04-2020,Faeroe Islands,0,0,184,0
15-04-2020,Faeroe Islands,0,0,184,0
16-04-2020,Faeroe Islands,0,0,184,0
17-04-2020,Faeroe Islands,0,0,184,0
18-04-2020,Faeroe Islands,0,0,184,0
19-04-2020,Faeroe Islands,0,0,184,0
20-04-2020,Faeroe Islands,1,0,185,0
21-04-2020,Faeroe Islands,0,0,185,0
22-04-2020,Faeroe Islands,0,0,185,0
23-04-2020,Faeroe Islands,0,0,185,0
24-04-2020,Faeroe Islands,2,0,187,0
